kind;n;m;sum_n;AgeLatency;IterationCount;ExpansionVertex;ExpansionEdges;LowerBounds;UpperBounds;gen_time;sp_time
2;10;18;376;1251;2;"[12,331]";"[20,845]";"[886,1251]";"[1265,1251]";0.00;0.00
2;10;18;215;1458;3;"[12,21,179]";"[21,49,434]";"[484,1438,1458]";"[1498,1473,1458]";0.00;0.00
2;10;18;135;140;2;"[12,56]";"[21,111]";"[55,140]";"[156,140]";0.00;0.00
2;10;18;24;239;2;"[12,20]";"[23,45]";"[160,239]";"[239,239]";0.00;0.00
2;10;18;218;2197;2;"[12,144]";"[21,357]";"[1660,2197]";"[2203,2197]";0.00;0.00
2;10;18;50;181;2;"[12,40]";"[24,94]";"[74,181]";"[181,181]";0.00;0.00
2;10;18;159;2399;1;"[12]";"[23]";"[2399]";"[2399]";0.00;0.00
2;10;18;143;536;2;"[12,34]";"[24,119]";"[298,536]";"[606,536]";0.00;0.00
2;10;18;39;106;2;"[12,22]";"[24,74]";"[85,106]";"[106,106]";0.00;0.00
2;10;18;485;3602;2;"[12,441]";"[23,1332]";"[1447,3602]";"[3612,3602]";0.00;1.00
2;10;18;292;882;2;"[12,74]";"[23,303]";"[602,882]";"[882,882]";0.00;0.00
2;10;18;20;478;2;"[12,14]";"[24,28]";"[447,478]";"[478,478]";0.00;0.00
2;10;18;22;136;2;"[12,20]";"[22,38]";"[81,136]";"[152,136]";0.00;0.00
2;10;18;956;1798;2;"[12,189]";"[22,742]";"[774,1798]";"[1808,1798]";0.00;0.00
2;10;18;33;43;2;"[12,26]";"[24,65]";"[22,43]";"[48,43]";0.00;0.00
2;10;18;1529;4324;2;"[12,1095]";"[22,3626]";"[2528,4324]";"[4324,4324]";3.00;3.00
2;10;18;49;34;2;"[12,29]";"[23,80]";"[17,34]";"[34,34]";0.00;0.00
2;10;18;181;104;2;"[12,147]";"[23,399]";"[60,104]";"[117,104]";0.00;1.00
