kind;n;m;sum_n;AgeLatency;IterationCount;ExpansionVertex;ExpansionEdges;LowerBounds;UpperBounds;gen_time;sp_time
1;25;150;23607;138;3;"[27,1553,1791]";"[153,14645,15827]";"[53,138,138]";"[155,142,138]";26.00;36.00
1;25;150;19694;148;4;"[27,11641,12270,15627]";"[153,93583,96540,110932]";"[37,148,148,148]";"[162,154,151,148]";1784.00;633.00
1;25;150;18247;115;3;"[27,8220,8534]";"[155,61847,64045]";"[45,108,115]";"[125,115,115]";491.00;222.00
1;25;150;9771;125;4;"[27,2516,2585,2674]";"[155,21071,21492,21841]";"[53,125,125,125]";"[140,127,125,125]";111.00;95.00
1;25;150;15903;136;2;"[27,7911]";"[155,59665]";"[53,136]";"[157,136]";225.00;86.00
1;25;150;16231;174;3;"[27,4673,5512]";"[154,41569,47693]";"[64,174,174]";"[195,180,174]";224.00;149.00
1;25;150;19253;140;5;"[27,9683,9757,9801,10050]";"[153,97460,97908,98073,100429]";"[68,140,140,140,140]";"[152,145,144,142,140]";1696.00;785.00
1;25;150;8025;127;4;"[27,2739,3017,3156]";"[154,24323,25331,25783]";"[57,127,127,127]";"[137,133,132,127]";128.00;113.00
1;25;150;9180;134;2;"[27,3959]";"[155,34839]";"[41,134]";"[143,134]";68.00;44.00
1;25;150;20086;120;2;"[27,8397]";"[153,101712]";"[48,120]";"[128,120]";324.00;152.00
1;25;150;6639;116;3;"[27,3641,3864]";"[155,29233,31057]";"[50,115,116]";"[124,116,116]";122.00;96.00
1;25;150;22976;177;3;"[27,14855,15843]";"[152,108826,113434]";"[61,176,177]";"[197,177,177]";1502.00;440.00
1;25;150;5884;129;3;"[27,1594,3151]";"[153,13794,27174]";"[50,129,129]";"[143,133,129]";68.00;54.00
1;25;150;24929;138;2;"[27,6253]";"[156,59181]";"[36,138]";"[151,138]";147.00;81.00
1;25;150;17587;131;3;"[27,516,1233]";"[155,3918,11012]";"[35,131,131]";"[142,134,131]";12.00;14.00
1;25;150;15444;154;3;"[27,3903,4825]";"[153,34172,40662]";"[58,154,154]";"[166,154,154]";174.00;119.00
1;25;150;18917;120;2;"[27,4492]";"[153,26042]";"[52,120]";"[134,120]";81.00;37.00
1;25;150;17841;127;5;"[27,1998,11661,15913,16272]";"[154,14495,86172,99348,99832]";"[43,127,124,127,127]";"[137,133,131,131,127]";2098.00;668.00
1;25;150;18604;148;2;"[27,6329]";"[154,53354]";"[36,148]";"[169,148]";171.00;76.00
1;25;150;16956;119;2;"[27,8588]";"[155,71752]";"[39,119]";"[134,119]";247.00;106.00
1;25;150;12122;163;5;"[27,4836,5989,6240,6599]";"[154,43662,47988,49494,50365]";"[55,163,163,163,163]";"[174,168,163,163,163]";618.00;386.00
1;25;150;15907;150;3;"[27,10220,10279]";"[155,86935,87477]";"[35,150,150]";"[161,150,150]";756.00;321.00
1;25;150;21251;128;2;"[27,6619]";"[154,71808]";"[57,128]";"[130,128]";166.00;100.00
1;25;150;18653;159;3;"[27,9704,10576]";"[154,82142,85455]";"[62,155,155]";"[180,161,159]";698.00;303.00
1;25;150;11523;153;3;"[27,6031,7815]";"[156,47468,57830]";"[92,153,153]";"[170,162,153]";353.00;179.00
1;25;150;22560;111;5;"[27,1128,8906,8977,10356]";"[152,11325,88273,89183,100460]";"[46,111,111,111,111]";"[127,118,114,112,111]";1174.00;560.00
1;25;150;17860;160;3;"[27,1848,2011]";"[154,11954,12421]";"[63,160,160]";"[178,168,160]";35.00;31.00
1;25;150;22601;145;2;"[27,13408]";"[153,116625]";"[45,145]";"[157,145]";682.00;182.00
1;25;200;16715;153;3;"[27,10340,12228]";"[203,95289,109852]";"[70,153,153]";"[166,156,153]";1142.00;392.00
1;25;200;7569;126;2;"[27,5408]";"[202,56731]";"[47,126]";"[137,126]";156.00;79.00
1;25;200;13399;175;3;"[27,3079,3498]";"[203,32854,36252]";"[56,175,175]";"[194,179,175]";135.00;110.00
1;25;200;20415;175;3;"[27,13829,14332]";"[203,126903,129490]";"[61,175,175]";"[206,175,175]";1629.00;487.00
1;25;200;8192;153;2;"[27,5401]";"[203,47881]";"[50,153]";"[158,153]";117.00;66.00
1;25;200;4700;161;4;"[27,3269,3672,3881]";"[202,34833,36352,37526]";"[81,161,161,161]";"[184,164,161,161]";239.00;194.00
1;25;200;17043;152;6;"[27,11499,12338,13246,14505,15008]";"[203,127810,131409,134221,141389,144048]";"[45,152,152,152,152,152]";"[165,162,160,156,152,152]";4205.00;1533.00
1;25;200;14737;187;2;"[27,11840]";"[203,105200]";"[46,187]";"[205,187]";623.00;174.00
