kind;n;m;sum_n;AgeLatency;IterationCount;ExpansionVertex;ExpansionEdges;LowerBounds;UpperBounds;gen_time;sp_time
2;200;9950;3538;8856;5;"[202,1726,1986,2230,2253]";"[9954,101866,114438,128276,129162]";"[5185,8856,8856,8856,8856]";"[9735,9168,9057,8874,8856]";586.00;835.00
2;200;9950;2565;11793;11;"[202,1255,1558,1673,1706,1735,1749,1763,1767,1781,1785]";"[9953,81083,96527,102165,103491,104514,105044,105570,105706,106236,106388]";"[6222,11613,11793,11793,11793,11793,11793,11793,11793,11793,11793]";"[12957,12327,12069,12009,11925,11889,11889,11865,11865,11865,11793]";1282.00;1835.00
2;200;9950;8619;68434;6;"[202,3146,3943,4112,4118,4147]";"[9953,198916,245511,249959,250296,251950]";"[30660,68434,68434,68434,68434,68434]";"[75328,71470,69034,68734,68524,68434]";1617.00;2136.00
2;200;9950;4237;23332;4;"[202,1889,2069,2088]";"[9956,109653,116553,117163]";"[14639,23332,23332,23332]";"[24764,23524,23356,23332]";388.00;578.00
2;200;9950;1400;4601;4;"[202,865,929,938]";"[9953,45847,49388,49868]";"[2897,4553,4601,4601]";"[4969,4651,4625,4601]";137.00;227.00
2;200;9950;8292;39202;7;"[202,3991,4678,5121,5489,5638,5679]";"[9955,236374,269898,288003,301577,304110,305018]";"[21054,39202,39202,39202,39202,39202,39202]";"[44422,42002,40842,39812,39312,39225,39202]";2745.00;3273.00
2;200;9950;18255;59290;12;"[202,6880,9584,10125,10232,10555,10662,10985,11308,11325,11327,11367]";"[9954,424032,590691,619333,625928,645247,651482,673141,694161,694999,695075,696887]";"[26899,59290,59290,59290,59290,59290,59290,59290,59290,59290,59290,59290]";"[63484,61009,60097,60073,60052,59902,59887,59884,59884,59614,59398,59290]";13612.00;14175.00
2;200;9950;1032;3854;4;"[202,572,610,644]";"[9955,35007,37039,38848]";"[1846,3794,3854,3854]";"[4309,4064,3959,3854]";104.00;163.00
2;200;9950;12690;11664;9;"[202,4490,5970,6212,6640,7116,7330,7521,7616]";"[9954,273587,352050,361486,391035,414937,427067,439067,443932]";"[7345,11664,11664,11664,11664,11664,11664,11664,11664]";"[13599,12497,12060,11920,11905,11782,11691,11682,11664]";5402.00;6053.00
2;200;9950;2305;5289;9;"[202,1172,1342,1428,1448,1476,1514,1552,1571]";"[9954,72025,81238,85033,86111,87246,88817,89793,90356]";"[2377,5289,5289,5289,5289,5289,5289,5289,5289]";"[5857,5461,5413,5349,5317,5305,5293,5293,5289]";809.00;1193.00
